,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,cedear
ODFL,Industrials,Old Dominion Freight Line Inc.,0.089739,333.92,"NDX, S&P 500 NDQ100",27.43,12.18,12.63%,110.33M,-0.08%,35.99B,25.11,13.31,-0.42%,96.33M,-5.87%,1.38B,1.86,3.20,76.40%,4.64% / 5.71,17.77%,6.26B,5.75,37.10%,-1.20%,4.47M,34.34%,33.11,10.09,28.70%,352.12,11.90%,2.19,152.70,14.76%,38.60%,231.31 - 381.81,17.77%,1.60,46.02,33.20%,36.70%,-12.47%,1.09,0.48%,1.80,13.30%,86.40%,44.49%,9.34,23471,1.80,5.80%,29.40%,47.73,2.34% 2.71%,Yes,0.03,21.00%,22.00%,0.90,340.84,Yes,0.02,Apr 26 BMO,9.80%,782.33K,334.21,2.90,-0.66%,-2.34%,13.15%,"701,548",-1.95%,0
BAX,Health Care,Baxter International Inc.,0.059589,40.07,S&P500,-,-4.83,0.24%,507.00M,-0.22%,20.09B,12.15,3.29,-5.20%,503.13M,0.10%,-2433.00M,-,0.60,89.50%,1.26% / 0.98,-21.56%,15.11B,1.33,-291.00%,0.71%,6.36M,-25.77%,11.50,3.48,-8.10%,48.09,-48.44%,3.42,11.69,1.18%,-33.20%,37.35 - 80.58,-21.56%,1.16,-,-33.50%,-9.60%,-50.38%,0.56,2.90%,1.10,7.40%,35.90%,7.06%,1.01,60000,1.70,10.60%,-13.90%,49.90,1.84% 2.39%,Yes,2.85,-24.30%,-16.10%,0.93,40.56,Yes,2.61,Apr 27 BMO,-,6.50M,39.98,2.50,2.09%,-3.24%,-24.44%,"6,032,100",-1.43%,0
ALB,Materials,Albemarle Corporation,0.075249,218.45,S&P500,9.57,22.82,0.10%,117.16M,-0.21%,25.78B,7.55,28.91,-18.08%,116.97M,-15.78%,2.69B,-,6.84,85.80%,4.68% / 3.24,0.72%,7.32B,3.52,30.70%,1.71%,5.48M,-17.40%,68.13,3.21,20.20%,314.67,-1.23%,12.70,17.20,-,40.40%,185.15 - 334.55,0.72%,1.60,55.83,43.50%,18.60%,-34.71%,1.56,0.73%,1.10,19.00%,42.00%,17.97%,9.12,7400,1.90,193.10%,33.70%,40.49,2.98% 4.02%,Yes,0.40,-,36.70%,0.89,221.04,Yes,0.40,Feb 15 AMC,6.90%,1.69M,218.43,2.40,-2.86%,-12.65%,-13.86%,"1,506,626",-1.18%,0
MTB,Financials,M&T Bank Corporation,0.058926,118.0,S&P500,10.81,10.98,0.10%,171.27M,0.69%,19.96B,6.57,18.07,0.23%,167.59M,-22.16%,1.89B,0.83,4.58,86.70%,2.03% / 1.79,-18.14%,6.25B,3.19,-16.40%,-1.29%,3.40M,-32.66%,136.08,0.87,1.00%,170.49,-29.95%,163.79,0.72,13.03%,8.80%,110.00 - 193.42,-18.14%,5.20,5.58,4.50%,17.20%,-38.61%,0.80,4.38%,-,8.40%,-,7.95%,5.51,22210,-,116.20%,84.90%,34.63,3.21% 5.05%,Yes,0.17,27.40%,30.30%,0.91,119.57,Yes,0.17,Apr 17 BMO,43.50%,1.90M,118.74,2.30,-5.93%,-17.74%,-26.88%,"1,727,917",-0.69%,0
APTV,Consumer Discretionary,Aptiv PLC,0.088355,110.37,S&P500,56.46,1.96,0.20%,270.96M,2.21%,29.34B,17.61,6.27,-14.07%,269.86M,-7.38%,531.00M,1.65,1.02,98.70%,1.64% / 2.43,18.64%,17.49B,1.68,0.80%,1.70%,4.41M,41.27%,32.51,3.40,2.60%,133.43,-7.70%,5.77,19.16,34.27%,6.30%,77.96 - 124.88,18.64%,-,70.01,-13.30%,7.10%,-11.52%,2.03,-,1.10,6.30%,15.10%,41.73%,3.23,160000,1.60,12.20%,6.90%,48.77,1.96% 2.80%,Yes,0.74,703.20%,3.00%,0.92,112.19,Yes,0.73,Feb 02 BMO,0.00%,1.82M,110.49,2.20,-0.37%,-2.29%,10.57%,"1,672,223",-1.52%,0
GWW,Industrials,W.W. Grainger Inc.,0.090326,803.26,S&P500,22.56,30.28,0.20%,50.60M,1.71%,33.37B,18.78,36.37,-41.68%,45.63M,-2.07%,1.55B,1.56,8.44,75.40%,2.35% / 3.64,22.82%,15.23B,2.19,51.50%,0.92%,1.07M,39.65%,48.22,14.17,21.50%,712.90,32.45%,6.65,102.66,14.44%,68.50%,440.48 - 709.21,22.82%,6.88,47.19,24.70%,35.30%,-3.67%,1.19,1.01%,1.40,7.90%,38.40%,55.10%,14.85,23000,2.50,13.20%,14.50%,55.43,1.75% 2.13%,Yes,0.95,38.40%,10.20%,0.96,688.81,Yes,0.94,Apr 27 BMO,22.30%,294.18K,683.17,2.60,0.67%,4.15%,20.10%,"282,613",-0.82%,0
TSCO,Consumer Discretionary,Tractor Supply Company,0.075553,241.26,S&P500,24.88,9.71,0.10%,110.36M,5.17%,26.03B,20.87,11.58,-42.83%,109.81M,5.00%,1.09B,2.59,3.96,88.70%,4.20% / 4.41,7.42%,14.20B,1.83,12.80%,2.13%,4.61M,30.01%,18.51,13.06,13.60%,246.53,3.55%,1.88,128.55,9.61%,56.60%,166.49 - 241.40,7.42%,4.12,149.61,23.80%,34.50%,0.11%,0.82,1.70%,0.20,14.40%,35.00%,45.15%,4.49,24000,1.30,20.70%,10.10%,66.43,1.64% 1.83%,Yes,0.59,26.30%,7.70%,1.01,235.04,Yes,0.59,Jan 26 BMO,37.60%,1.05M,241.66,2.10,5.02%,5.18%,14.79%,"1,050,868",2.82%,0
TROW,Financials,T. Rowe Price Group,0.073734,112.39,S&P500,16.80,6.69,0.80%,223.90M,3.49%,24.66B,15.61,7.20,-2.75%,219.11M,-1.00%,1.52B,-,1.71,79.40%,9.11% / 10.99,3.02%,6.49B,3.80,-48.90%,1.59%,19.97M,6.99%,39.48,2.85,12.70%,94.18,-25.69%,8.00,14.05,-,17.00%,93.53 - 157.77,3.02%,4.88,24.31,1.40%,21.20%,-28.79%,1.32,4.34%,-,6.00%,-,20.12%,3.30,7868,-,-22.30%,36.60%,53.70,1.67% 3.17%,Yes,0.00,-63.60%,23.50%,1.01,112.90,Yes,0.00,Jan 26 BMO,53.60%,1.82M,112.35,3.50,2.77%,-1.51%,-2.71%,"1,838,184",-0.49%,0
URI,Industrials,United Rentals Inc.,0.079704,386.04,S&P500,13.08,29.75,0.20%,69.39M,4.36%,26.34B,8.82,44.14,-18.38%,68.94M,-18.87%,2.10B,0.84,9.78,93.90%,4.51% / 3.59,9.47%,11.64B,2.26,55.80%,-0.69%,3.11M,44.04%,101.77,3.82,9.70%,450.53,9.53%,1.57,248.53,15.59%,33.00%,230.54 - 481.99,9.47%,5.92,6.30,31.00%,13.80%,-19.28%,1.84,1.52%,1.00,11.90%,42.90%,68.76%,14.95,24600,1.10,18.70%,27.80%,42.62,2.45% 3.69%,Yes,1.61,39.20%,18.10%,0.82,395.76,Yes,1.59,Jan 25 AMC,0.00%,867.50K,389.07,2.50,-4.28%,-9.54%,14.31%,"713,015",-1.69%,0
CBRE,Real Estate,CBRE Group Inc. Class A,0.066855,72.37,S&P500,17.04,4.27,0.10%,314.14M,4.90%,21.94B,12.49,5.83,-1.63%,307.90M,-15.30%,1.41B,1.55,1.05,99.20%,1.90% / 3.66,-5.44%,30.83B,0.71,-20.60%,-2.02%,5.85M,7.79%,25.00,2.91,6.80%,92.43,-20.49%,4.37,16.64,11.00%,17.40%,66.31 - 92.80,-5.44%,-,16.03,11.70%,12.60%,-21.58%,1.38,-,1.00,10.60%,21.40%,9.74%,2.20,115000,1.00,-4.20%,4.90%,41.23,1.93% 2.98%,Yes,0.29,-87.50%,4.60%,1.39,72.81,Yes,0.15,Feb 23 BMO,0.00%,1.60M,72.77,2.00,-2.69%,-10.72%,-6.60%,"2,215,327",-0.05%,0
GPC,Consumer Discretionary,Genuine Parts Company,0.068753,168.11,S&P500,20.25,8.31,0.10%,141.04M,5.82%,23.28B,17.52,9.60,1.17%,137.98M,-2.05%,1.18B,4.40,2.38,82.40%,2.16% / 2.46,-3.01%,22.10B,1.05,33.30%,1.09%,2.98M,12.70%,26.87,6.26,7.20%,173.89,33.53%,4.72,35.62,4.60%,32.20%,124.85 - 187.73,-3.01%,3.80,36.86,12.90%,17.20%,-10.36%,0.91,2.26%,0.60,6.30%,35.00%,34.79%,3.58,58000,1.10,15.00%,7.30%,54.54,1.44% 2.14%,Yes,0.88,-0.90%,5.40%,0.69,167.31,Yes,0.81,Apr 20 BMO,42.80%,1.21M,168.28,2.80,2.74%,-0.13%,3.44%,"837,248",0.58%,0
HIG,Financials,Hartford Financial Services Group Inc.,0.064425,69.47,S&P500,12.86,5.45,0.20%,317.30M,5.00%,21.70B,7.24,9.68,-42.23%,311.66M,-9.53%,1.79B,1.01,2.01,93.60%,1.44% / 1.97,-7.53%,22.36B,0.97,-17.80%,-1.63%,4.48M,13.21%,41.91,1.67,2.50%,87.25,-2.35%,0.74,94.77,12.72%,13.00%,60.17 - 79.44,-7.53%,1.70,6.52,26.30%,11.50%,-11.73%,0.86,2.42%,-,5.40%,-,16.55%,1.91,18800,-,3.40%,11.00%,49.14,1.55% 2.76%,Yes,0.00,-13.80%,8.00%,0.67,69.69,Yes,0.33,Feb 02 AMC,28.60%,2.27M,70.12,2.10,1.52%,-4.96%,0.02%,"1,512,566",0.62%,0
EIX,Utilities,Edison International,0.078349,62.0,S&P500,44.28,1.59,0.10%,382.63M,2.93%,26.76B,13.74,5.13,0.00%,382.22M,4.81%,612.00M,6.33,0.91,90.40%,2.23% / 4.05,10.88%,17.22B,1.55,-20.00%,0.70%,8.52M,24.67%,35.81,1.97,0.90%,71.00,0.63%,2.41,29.28,7.00%,4.90%,54.45 - 73.32,10.88%,2.95,-,-12.70%,3.60%,-3.79%,0.81,4.18%,0.60,6.90%,63.00%,29.55%,1.57,13388,0.70,20.60%,8.60%,60.56,1.51% 2.39%,Yes,2.32,-21.90%,3.90%,1.17,70.59,Yes,1.98,Feb 23 AMC,174.20%,2.11M,70.54,2.40,3.50%,4.29%,8.81%,"2,468,341",-0.07%,0
HPQ,Information Technology,HP Inc.,0.073846,29.73,S&P500,11.91,2.51,0.10%,989.00M,7.17%,28.99B,8.33,3.59,-31.32%,970.32M,4.47%,2.60B,7.41,0.76,83.70%,2.92% / 4.50,11.24%,59.78B,0.48,-42.80%,-5.55%,28.36M,19.94%,-3.77,-,6.80%,29.44,-17.66%,-,-,1.61%,-95.90%,24.08 - 41.47,11.24%,1.05,27.48,15.50%,42.50%,-27.92%,1.02,3.51%,0.40,3.90%,19.70%,24.15%,0.67,58000,0.70,-18.80%,6.80%,64.05,1.61% 2.24%,Yes,-,-50.70%,4.40%,1.03,29.35,Yes,-,Feb 28 AMC,39.90%,6.30M,29.89,-,6.47%,3.41%,1.95%,"6,517,844",1.84%,1
GLW,Information Technology,Corning Inc,0.078181,34.88,S&P500,22.74,1.54,0.10%,843.00M,4.80%,29.22B,14.01,2.49,-16.85%,763.28M,-0.91%,1.32B,2.30,0.48,70.00%,1.06% / 1.86,9.42%,14.19B,2.06,20.10%,-2.02%,8.12M,20.43%,14.24,2.45,4.50%,37.99,-5.31%,2.00,17.49,9.90%,11.10%,28.98 - 37.73,9.42%,1.12,369.93,10.00%,5.40%,-7.37%,1.07,3.20%,0.90,7.00%,31.80%,20.60%,0.77,57500,1.40,-7.30%,10.10%,57.76,1.51% 2.25%,Yes,0.58,-107.60%,9.30%,1.12,35.28,Yes,0.56,Apr 25 BMO,69.20%,4.37M,34.95,2.20,3.77%,0.89%,4.00%,"4,885,014",-0.94%,1
FANG,Energy,Diamondback Energy Inc.,0.072314,144.31,"NDX, S&P 500 NDQ100",5.84,24.74,0.20%,177.64M,12.34%,26.15B,6.39,22.59,-0.55%,175.17M,-1.59%,4.34B,-,5.03,98.10%,3.45% / 2.48,7.19%,9.64B,2.71,100.00%,-0.33%,6.04M,22.82%,84.49,1.71,17.90%,173.46,11.85%,0.87,166.55,-1.51%,31.60%,99.50 - 164.93,7.19%,9.56,5.60,34.30%,24.60%,-12.43%,2.03,6.62%,0.80,51.60%,84.20%,45.16%,5.04,972,0.80,0.40%,66.50%,63.11,2.10% 3.42%,Yes,0.42,1.10%,45.00%,1.65,135.17,Yes,0.42,May 01 AMC,26.70%,2.43M,144.43,2.00,9.54%,4.78%,8.36%,"4,016,795",6.85%,0
ULTA,Consumer Discretionary,Ulta Beauty Inc.,0.081205,550.91,S&P500,22.95,24.01,0.10%,50.62M,5.91%,27.20B,20.25,27.21,-33.55%,50.17M,5.58%,1.24B,1.79,6.79,96.80%,2.41% / 2.06,17.51%,10.21B,2.66,33.60%,1.45%,1.21M,37.39%,38.71,14.24,24.10%,552.70,38.41%,14.96,36.86,12.80%,67.20%,330.80 - 546.47,17.51%,-,23.25,20.20%,63.10%,0.86%,1.31,-,0.70,11.60%,39.60%,66.62%,10.16,18500,1.60,18.20%,16.10%,68.36,1.89% 2.01%,Yes,0.00,23.40%,12.20%,0.94,545.67,Yes,0.00,Mar 09 AMC,0.00%,586.70K,551.19,2.20,5.82%,6.17%,23.69%,"551,190",1.01%,0
CDW,Information Technology,CDW Corp.,0.076812,193.47,S&P500,23.81,8.14,0.10%,135.50M,1.05%,25.61B,17.01,11.39,-3.43%,134.86M,-3.94%,1.11B,1.64,2.57,97.20%,1.29% / 2.10,8.46%,23.75B,1.08,15.60%,1.39%,1.73M,24.10%,11.83,16.37,8.30%,218.44,8.27%,2.38,81.26,14.54%,90.50%,147.91 - 215.00,8.46%,2.36,27.68,23.50%,18.10%,-9.91%,1.12,1.22%,1.20,9.90%,19.70%,30.95%,4.19,15100,1.30,-1.80%,7.30%,49.72,1.88% 2.19%,Yes,3.69,33.90%,4.70%,0.89,194.89,Yes,3.66,Feb 08 BMO,19.30%,827.23K,193.69,2.00,0.64%,-2.30%,7.66%,"738,339",-0.62%,0
EFX,Industrials,Equifax Inc.,0.072178,202.07,S&P500,35.83,5.64,0.10%,122.70M,2.35%,24.53B,22.22,9.10,-24.99%,121.93M,-2.54%,696.30M,2.83,1.83,96.90%,3.42% / 5.24,4.05%,5.12B,4.79,-6.20%,0.33%,4.17M,17.97%,32.25,6.27,6.10%,216.89,-14.70%,2.35,86.02,12.65%,18.10%,145.98 - 238.58,4.05%,1.56,-,4.90%,8.50%,-15.23%,1.46,0.77%,0.70,8.80%,57.50%,38.54%,4.96,14000,0.70,-4.40%,20.60%,51.76,1.75% 2.46%,Yes,1.46,-11.00%,13.60%,1.02,202.84,Yes,1.22,Feb 08 AMC,27.40%,795.70K,202.24,2.40,1.67%,-2.70%,3.90%,"810,617",-0.30%,1
VMC,Materials,Vulcan Materials Company,0.066275,188.66,S&P500,38.87,4.45,0.21%,133.00M,4.30%,22.82B,23.68,7.30,-0.70%,132.62M,-5.23%,594.20M,2.59,1.77,92.20%,0.97% / 1.63,-1.24%,7.32B,3.12,-11.90%,0.46%,1.29M,9.65%,52.09,3.32,4.00%,209.17,-5.86%,1.22,141.39,15.00%,8.50%,137.54 - 197.76,-1.24%,1.72,70.65,14.60%,6.90%,-12.55%,0.75,0.99%,1.40,13.50%,21.30%,25.73%,3.94,11397,2.00,7.80%,13.00%,52.80,1.53% 2.37%,Yes,0.58,-12.00%,7.90%,1.07,171.56,Yes,0.56,Feb 16 BMO,37.00%,793.47K,172.93,2.00,2.56%,-2.35%,2.43%,"849,184",0.80%,0
ACGL,Financials,Arch Capital Group Ltd.,0.072963,68.55,S&P500,18.02,3.81,0.90%,365.87M,3.36%,25.56B,10.20,6.72,-3.46%,358.48M,-3.77%,1.44B,1.02,1.57,90.70%,1.85% / 3.15,9.29%,9.50B,2.69,-27.30%,-0.11%,6.63M,50.66%,33.02,2.08,3.10%,76.60,41.70%,2.30,29.89,17.60%,12.30%,41.05 - 72.28,9.29%,-,6.79,22.00%,8.90%,-5.08%,0.73,-,-,11.60%,-,67.14%,1.80,5800,-,35.00%,14.80%,56.21,1.85% 2.86%,Yes,0.23,43.50%,15.10%,0.84,67.87,Yes,0.23,Apr 26 AMC,0.00%,2.11M,68.61,1.80,2.44%,3.46%,25.11%,"1,773,713",1.09%,0
AEE,Utilities,Ameren Corporation,0.064909,86.9,S&P500,20.82,4.14,0.20%,259.00M,2.58%,22.63B,18.41,4.68,-20.81%,257.49M,2.90%,1.07B,3.11,0.82,80.00%,1.79% / 3.21,-3.10%,7.96B,2.84,7.70%,-1.65%,4.61M,6.96%,40.57,2.12,2.90%,92.40,-8.11%,0.95,90.52,6.70%,10.60%,73.28 - 99.20,-3.10%,2.52,13.94,8.30%,5.20%,-13.15%,0.44,2.92%,0.60,5.20%,72.30%,17.58%,1.82,9244,0.80,32.40%,19.00%,55.88,1.47% 2.29%,Yes,1.44,29.70%,13.50%,0.96,86.39,Yes,1.30,Feb 15 AMC,42.60%,1.43M,86.16,2.20,2.57%,1.50%,-0.90%,"1,370,676",-0.27%,0
WY,Real Estate,Weyerhaeuser Company,0.064807,30.07,S&P500,11.90,2.52,0.10%,735.65M,4.53%,21.33B,25.34,1.18,-0.25%,724.92M,-5.24%,1.88B,2.38,0.30,85.20%,1.48% / 2.43,-0.61%,10.18B,2.09,-27.10%,0.18%,10.75M,7.88%,14.61,2.05,10.80%,37.10,-18.70%,2.22,13.49,5.00%,17.60%,26.64 - 41.73,-0.61%,0.76,18.36,24.70%,13.70%,-28.11%,1.49,2.53%,1.30,7.20%,35.50%,12.59%,0.75,9264,1.60,-17.40%,27.50%,50.45,1.91% 2.66%,Yes,0.47,-97.30%,18.50%,0.73,30.13,Yes,0.38,Apr 27 AMC,28.50%,4.43M,30.00,2.40,1.40%,-4.03%,-4.91%,"3,240,222",-0.43%,0
ETR,Utilities,Entergy Corporation,0.063823,107.75,S&P500,19.90,5.38,0.10%,208.02M,2.55%,22.57B,14.90,7.19,-6.48%,202.71M,2.01%,1.10B,3.02,1.70,92.70%,1.02% / 1.39,-4.73%,13.76B,1.64,-3.10%,0.49%,2.06M,6.51%,62.33,1.72,1.90%,121.43,-8.20%,1.06,100.67,6.60%,9.10%,94.94 - 126.82,-4.73%,4.28,12.95,-0.10%,5.30%,-15.48%,0.64,3.99%,0.40,4.40%,87.50%,12.89%,2.22,11707,0.60,20.20%,14.90%,56.25,1.37% 2.21%,Yes,2.06,-60.10%,8.00%,0.68,107.74,Yes,1.82,Feb 16 BMO,75.70%,1.48M,107.18,2.20,2.99%,1.33%,-2.65%,"1,002,080",-0.52%,0
LEN,Consumer Discretionary,Lennar Corporation Class A,0.077614,105.28,S&P500,8.11,12.98,1.70%,287.36M,3.00%,29.05B,9.84,10.69,-0.20%,263.86M,7.83%,3.75B,0.34,2.31,98.20%,3.35% / 3.84,16.30%,29.70B,0.98,10.30%,2.27%,8.83M,41.18%,83.87,1.25,10.70%,114.31,29.67%,17.32,6.08,23.70%,16.80%,62.54 - 109.28,16.30%,1.50,4761.61,36.00%,15.30%,-3.69%,1.43,1.43%,-,21.60%,22.60%,68.29%,2.46,12012,-,20.60%,16.60%,63.07,1.63% 2.57%,Yes,0.26,16.50%,12.60%,0.59,105.11,Yes,0.17,Mar 14 AMC,9.60%,2.30M,105.25,2.30,3.89%,4.67%,21.36%,"1,352,661",0.13%,0
FTV,Industrials,Fortive Corp.,0.070077,67.79,S&P500,32.35,2.10,0.10%,353.70M,2.81%,23.66B,18.52,3.66,-13.10%,348.54M,-0.51%,755.20M,4.26,0.82,97.20%,1.42% / 2.58,5.53%,5.83B,4.06,27.20%,-8.34%,4.96M,16.30%,27.38,2.48,4.70%,74.38,11.28%,2.03,33.36,7.60%,7.90%,52.47 - 69.78,5.53%,0.28,21.35,-1.90%,6.70%,-2.84%,1.15,0.41%,0.70,0.20%,57.70%,29.22%,1.46,18000,0.90,11.20%,16.90%,56.64,1.22% 2.18%,Yes,0.34,36.20%,13.00%,0.84,68.17,Yes,0.23,Apr 26 BMO,13.20%,1.92M,67.80,2.10,2.88%,1.26%,6.25%,"1,605,044",-0.54%,0
EBAY,Consumer Discretionary,eBay Inc.,0.069976,44.19,"NDX, S&P 500 NDQ100",-,-2.14,0.10%,543.00M,3.94%,23.53B,9.77,4.53,-9.97%,533.61M,-3.82%,-1274.00M,-,0.99,90.00%,2.59% / 2.82,6.78%,9.79B,2.40,-700.70%,-1.05%,13.82M,20.29%,9.49,4.67,-6.10%,48.21,-22.67%,13.99,3.16,5.15%,-22.80%,35.92 - 58.37,6.78%,1.00,17.88,-25.90%,19.10%,-24.14%,1.35,2.26%,2.20,-0.30%,72.60%,23.27%,1.00,11600,2.20,-3.90%,24.00%,52.76,1.29% 2.42%,Yes,1.72,184.00%,-13.00%,0.72,44.37,Yes,1.50,Feb 22 AMC,-,4.89M,44.28,2.70,3.37%,-3.79%,0.94%,"3,539,666",-0.20%,1
FE,Utilities,FirstEnergy Corp.,0.062978,39.96,S&P500,56.14,0.71,0.08%,572.84M,1.97%,22.53B,14.87,2.68,0.00%,572.34M,0.10%,406.00M,102.06,0.55,89.00%,1.30% / 1.88,-5.10%,12.46B,1.81,-68.70%,-0.34%,7.45M,7.57%,17.80,2.24,0.90%,43.83,-13.21%,0.28,140.79,0.55%,4.00%,35.32 - 48.85,-5.10%,1.56,-,-19.00%,2.50%,-18.53%,0.43,3.92%,0.50,2.70%,69.00%,12.68%,0.90,12335,0.60,19.40%,14.50%,52.18,1.60% 2.45%,Yes,2.13,-190.10%,3.30%,0.87,40.06,Yes,2.09,Feb 13 AMC,219.40%,3.95M,39.80,2.40,1.36%,-0.27%,0.70%,"3,440,195",-0.65%,0
DTE,Utilities,DTE Energy Company,0.061783,108.87,S&P500,19.77,5.51,0.20%,201.00M,3.12%,22.29B,16.29,6.69,0.00%,192.24M,-0.33%,1.08B,2.67,1.06,75.50%,0.89% / 1.40,-7.27%,19.23B,1.16,34.60%,1.20%,1.71M,-5.27%,51.73,2.11,2.60%,129.92,-17.56%,0.16,675.44,7.40%,11.70%,100.64 - 140.23,-7.27%,3.81,18.20,-0.80%,5.80%,-22.28%,0.61,3.50%,0.60,8.80%,-,8.30%,2.37,10250,0.80,-3.70%,9.10%,51.84,1.48% 2.33%,Yes,1.84,-15.50%,5.60%,1.31,109.54,Yes,1.62,Feb 23 BMO,65.10%,1.22M,108.99,2.00,1.88%,-1.43%,-7.97%,"1,603,401",-0.50%,0
AVB,Real Estate,AvalonBay Communities Inc.,0.068343,166.92,S&P500,20.61,8.11,0.34%,139.71M,5.34%,22.71B,30.15,5.54,0.00%,139.45M,-3.24%,1.13B,-,1.17,93.80%,1.66% / 2.68,3.44%,2.59B,8.76,13.00%,-0.50%,2.31M,-9.29%,80.55,2.07,5.70%,184.76,-32.73%,4.51,37.03,-9.83%,10.20%,153.07 - 258.81,3.44%,6.60,43.85,5.10%,2.70%,-35.44%,0.93,3.95%,-,3.70%,64.60%,9.15%,4.07,2947,-,11.40%,20.70%,51.90,1.87% 2.42%,Yes,0.74,-28.00%,43.80%,1.11,168.06,Yes,0.74,Apr 26 AMC,78.30%,862.27K,167.08,2.70,1.51%,-2.72%,-8.04%,"955,246",-0.58%,0
FITB,Financials,Fifth Third Bancorp,0.053149,26.39,S&P500,7.88,3.35,0.10%,688.68M,0.53%,17.70B,6.73,3.92,6.29%,678.27M,-27.13%,2.33B,1.63,0.95,83.00%,1.69% / 1.28,-19.54%,6.59B,2.69,-10.40%,-0.12%,11.47M,-17.40%,22.09,1.20,1.10%,38.55,-38.66%,18.24,1.45,4.84%,14.40%,22.11 - 43.82,-19.54%,1.32,3.43,6.30%,15.20%,-39.75%,1.22,5.00%,-,8.00%,-,19.40%,1.44,19319,-,60.20%,76.60%,36.61,2.79% 6.45%,Yes,0.90,11.00%,35.30%,0.91,26.64,Yes,0.90,Apr 20 BMO,37.30%,8.93M,26.40,2.00,-5.47%,-20.16%,-22.28%,"8,095,393",-0.90%,0
FRC,Financials,First Republic Bank,0.007401,14.45,S&P500,1.77,8.25,0.20%,184.00M,5.64%,2.61B,2.79,5.23,0.00%,181.39M,-88.15%,1.51B,-,0.64,97.20%,4.96% / 0.30,-88.02%,5.72B,0.46,7.50%,0.96%,8.99M,-88.82%,75.07,0.19,0.80%,97.00,-90.99%,33.91,0.43,-,11.50%,11.52 - 171.09,-88.02%,1.08,-,12.60%,28.20%,-91.47%,1.09,7.40%,-,18.50%,-,26.74%,7.27,7213,-,45.50%,82.60%,18.65,9.92% 34.69%,Yes,0.09,-7.10%,26.30%,1.02,13.99,Yes,0.09,Jan 13 BMO,9.20%,30.35M,14.60,2.60,-64.61%,-84.89%,-88.52%,"30,997,571",4.36%,0
PPL,Utilities,PPL Corporation,0.059184,26.89,S&P500,28.46,0.97,0.05%,736.37M,2.30%,20.14B,16.18,1.71,-11.91%,735.50M,0.69%,714.00M,1.65,0.34,72.80%,1.64% / 2.07,-5.61%,7.90B,2.55,12.80%,2.06%,12.03M,8.80%,18.90,1.46,2.10%,31.45,-3.43%,0.49,56.58,17.21%,5.40%,23.47 - 31.74,-5.61%,0.96,-,-14.40%,4.20%,-13.11%,0.79,3.48%,0.60,1.20%,78.70%,17.54%,0.59,6527,0.70,54.20%,17.40%,53.24,1.56% 2.27%,Yes,1.02,5.30%,9.60%,1.04,27.79,Yes,0.93,Feb 17 BMO,103.70%,5.80M,27.58,2.10,2.31%,-1.19%,-1.71%,"6,059,592",-0.76%,0
ARE,Real Estate,Alexandria Real Estate Equities Inc.,0.057585,124.12,S&P500,39.21,3.17,0.90%,165.44M,4.72%,21.25B,34.46,3.61,-3.93%,162.65M,-13.54%,513.30M,-,0.81,95.89%,1.41% / 2.06,-14.63%,2.59B,8.21,-16.90%,-1.11%,2.29M,-11.29%,114.68,1.08,1.50%,174.00,-37.77%,4.83,25.75,-10.96%,2.90%,114.94 - 205.39,-14.63%,4.84,-,15.00%,1.90%,-39.45%,0.96,3.89%,-,18.10%,69.80%,8.19%,3.95,593,-,16.20%,21.60%,39.32,2.36% 3.37%,Yes,0.54,-33.60%,19.80%,0.83,125.59,Yes,0.54,Apr 24 AMC,148.80%,1.11M,124.36,1.70,-1.66%,-14.85%,-15.75%,"922,359",-0.98%,0
LH,Health Care,Laboratory Corporation of America Holdings,0.05908,229.96,S&P500,16.65,13.84,0.10%,88.70M,4.87%,19.98B,12.13,19.00,-14.29%,88.35M,-3.70%,1.28B,-,4.35,94.40%,1.85% / 2.63,-2.12%,14.88B,1.34,-42.70%,-2.72%,1.63M,12.54%,113.83,2.02,6.30%,285.42,-12.58%,4.96,46.46,-6.64%,12.40%,200.32 - 280.72,-2.12%,2.88,14.85,15.40%,9.50%,-17.89%,1.05,1.25%,1.30,7.60%,29.50%,15.06%,4.67,80000,1.50,-9.40%,11.90%,54.61,1.25% 2.00%,Yes,0.54,-85.10%,8.60%,0.66,229.42,Yes,0.51,Apr 25 BMO,0.00%,621.95K,230.49,2.00,3.74%,-3.03%,-1.91%,"408,361",0.47%,0
