,sector,name,weight,price,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
FDX,Industrials,FedEx Corporation,0.159641,232.95,S&P500,16.15,14.44,5.60%,260.00M,2.55%,60.66B,9.29,25.08,-0.23%,239.79M,-0.31%,3.82B,1.41,5.25,73.10%,1.57%,12.69%,93.51B,0.65,-22.10%,0.32%,1.52,-3.65%,95.92,2.43,4.50%,291.59,-17.32%,26.50,8.80,11.46%,15.50%,192.82 - 284.65,-9.88%,4.60,26.65,5.30%,11.40%,-18.11%,1.22,1.97%,1.40,9.20%,68.70%,20.88%,6.78,191000,1.40,8.10%,6.70%,58.70,2.46% 2.62%,Yes,0.81,-63.40%,4.10%,0.81,229.81,Yes,0.81,Jun 23 AMC,20.70%,2.47M,233.09,1.90,3.56%,4.94%,1.61%,"2,010,835",1.43%
ICE,Financials,Intercontinental Exchange Inc.,0.167204,102.0,S&P500,14.16,7.20,0.40%,561.00M,2.91%,57.14B,17.79,5.73,-7.68%,550.74M,5.79%,4.07B,2.17,1.27,91.50%,1.38%,-14.47%,9.20B,6.21,90.80%,0.06%,2.22,-16.67%,40.40,2.52,2.40%,123.83,-15.59%,1.14,89.57,6.52%,18.50%,90.05 - 139.79,-25.43%,1.52,26.02,24.60%,8.80%,-27.04%,0.90,1.49%,1.00,9.00%,78.80%,13.26%,2.37,9009,1.00,1.20%,53.80%,61.39,2.46% 2.25%,Yes,0.63,1.90%,44.20%,0.66,102.56,Yes,0.55,Aug 04 BMO,18.90%,3.41M,101.99,1.90,5.66%,4.71%,-15.36%,"2,263,597",-0.56%
ITW,Industrials,Illinois Tool Works Inc.,0.168878,207.76,S&P500,24.42,8.51,0.20%,312.50M,8.46%,64.41B,21.40,9.71,-19.46%,310.46M,14.92%,2.69B,3.28,2.21,81.50%,1.85%,2.49%,14.85B,4.34,28.50%,0.21%,4.98,-9.89%,11.46,18.13,16.90%,193.50,-9.04%,4.18,49.70,7.46%,75.50%,173.52 - 249.81,-15.82%,4.88,132.81,8.40%,25.20%,-16.83%,1.10,2.35%,1.20,1.20%,40.70%,19.73%,4.46,45000,1.70,11.10%,23.30%,73.79,2.18% 2.11%,Yes,2.19,0.00%,18.10%,1.11,203.50,Yes,1.90,Aug 02 BMO,55.20%,1.15M,207.76,2.90,11.59%,8.02%,-3.85%,"1,274,582",2.09%
MRNA,Health Care,Moderna Inc.,0.159364,164.45,S&P500 NDQ100,4.82,34.01,5.30%,402.00M,0.35%,67.41B,18.95,8.66,-8.21%,360.33M,14.90%,14.64B,-,4.55,64.20%,4.52%,15.13%,22.60B,2.98,-1.90%,0.12%,2.87,10.41%,42.48,3.86,65.50%,220.67,-52.53%,24.62,6.66,-,121.90%,115.61 - 497.49,-35.39%,-,5.17,111.10%,81.90%,-67.02%,1.65,-,1.60,179.40%,84.80%,41.93%,8.78,2700,1.80,213.20%,71.90%,55.43,4.34% 6.01%,Yes,0.05,202.30%,64.80%,0.68,158.07,Yes,0.04,Aug 03 BMO,0.00%,5.68M,164.09,2.50,0.19%,11.16%,-15.69%,"3,847,032",3.81%
GD,Industrials,General Dynamics Corporation,0.149553,226.67,S&P500,19.41,11.68,0.60%,277.07M,4.57%,62.98B,16.11,14.07,-0.78%,260.92M,3.37%,3.28B,1.65,2.72,86.60%,1.19%,-6.02%,38.47B,1.64,5.00%,0.08%,2.29,8.56%,65.02,3.49,6.40%,268.00,14.40%,10.46,21.67,11.75%,19.70%,188.64 - 254.99,8.73%,5.04,15.73,6.00%,12.00%,-11.11%,0.88,2.22%,1.10,4.70%,16.80%,20.16%,5.05,103100,1.50,0.00%,10.70%,61.19,2.19% 2.25%,Yes,0.64,5.00%,8.50%,0.91,223.80,Yes,0.58,Jul 27 BMO,30.30%,1.35M,226.67,2.10,4.24%,2.95%,3.77%,"1,228,568",1.28%
PXD,Energy,Pioneer Natural Resources Company,0.150172,236.95,S&P500,14.45,16.39,0.40%,243.00M,12.94%,58.28B,8.20,28.89,-12.69%,240.58M,4.76%,4.19B,0.68,8.75,92.50%,2.26%,3.27%,20.95B,2.78,810.30%,0.42%,1.98,15.00%,97.40,2.43,11.30%,294.67,71.80%,13.24,17.90,21.21%,18.20%,128.98 - 288.46,35.22%,16.87,10.49,35.50%,18.20%,-17.86%,1.54,7.12%,1.40,38.50%,53.90%,83.71%,9.13,1932,1.50,100.60%,38.80%,59.25,4.04% 3.69%,Yes,0.24,1674.40%,20.00%,0.74,228.67,Yes,0.23,Aug 08 AMC,40.70%,2.74M,236.95,2.00,9.78%,-1.96%,9.76%,"2,020,366",3.62%
ETN,Industrials,Eaton Corp. Plc,0.168772,148.39,S&P500,26.88,5.52,0.20%,399.20M,8.59%,59.51B,17.91,8.29,-2.89%,397.78M,16.59%,2.22B,2.72,1.82,84.10%,1.03%,0.34%,19.78B,3.01,53.00%,0.27%,2.01,-4.52%,41.63,3.56,6.30%,157.30,-5.91%,1.26,117.84,9.90%,13.80%,122.50 - 175.72,-14.14%,3.24,419.07,4.90%,9.20%,-15.55%,1.16,2.18%,0.60,-0.10%,32.40%,21.13%,3.47,85947,1.00,3.20%,15.70%,74.41,2.23% 2.38%,Yes,0.58,15.90%,11.20%,0.79,146.26,Yes,0.41,Aug 02 BMO,55.60%,2.04M,148.39,2.10,12.80%,11.13%,-2.47%,"1,607,223",1.46%
CNC,Health Care,Centene Corporation,0.157358,93.0,S&P500,36.88,2.52,0.50%,583.23M,2.23%,54.12B,14.77,6.29,-0.29%,579.41M,9.45%,1.50B,3.17,1.59,96.20%,1.27%,13.95%,133.18B,0.41,-26.90%,0.21%,2.47,21.90%,46.58,2.00,1.90%,98.44,34.58%,19.30,4.82,11.63%,5.60%,59.67 - 94.58,12.83%,-,12.45,6.00%,3.40%,-1.70%,0.49,-,-,25.40%,-,55.81%,2.27,72500,-,24.00%,1.70%,67.05,2.14% 2.49%,Yes,0.70,21.20%,1.10%,1.00,92.35,Yes,0.69,Jul 26 BMO,0.00%,2.97M,92.97,2.00,4.92%,9.84%,15.00%,"2,971,141",0.67%
SLB,Energy,Schlumberger NV,0.147048,37.03,S&P500,25.33,1.46,0.20%,1.41B,5.59%,50.19B,13.76,2.69,-4.07%,1.41B,2.35%,2.09B,0.60,0.52,81.00%,1.79%,-7.68%,23.67B,2.12,117.40%,0.16%,1.81,-4.71%,10.87,3.41,4.50%,49.03,24.93%,1.95,18.95,42.10%,13.30%,25.90 - 49.83,23.64%,0.70,17.86,25.10%,7.90%,-25.69%,1.89,1.89%,0.90,-3.80%,16.40%,43.00%,1.69,92000,1.20,14.10%,11.70%,54.63,4.23% 4.13%,Yes,0.92,68.80%,7.90%,0.88,35.71,Yes,0.86,Jul 22 BMO,37.20%,13.93M,37.03,-,8.56%,-5.68%,-0.75%,"12,302,286",3.70%
AEP,Utilities,American Electric Power Company Inc.,0.146052,97.1,S&P500 NDQ100,18.91,5.21,0.10%,513.54M,4.46%,49.78B,18.63,5.29,-11.89%,513.02M,3.34%,2.63B,3.04,1.19,74.90%,1.73%,-3.78%,17.10B,2.91,14.60%,-0.16%,3.22,10.25%,47.12,2.09,3.00%,106.29,10.57%,1.75,56.30,6.21%,11.70%,80.22 - 104.81,10.78%,3.12,12.59,31.80%,5.60%,-5.96%,0.34,3.17%,0.50,0.50%,68.40%,22.86%,1.83,16688,0.60,7.30%,21.00%,62.82,1.93% 2.02%,Yes,1.56,22.00%,15.40%,2.13,97.62,Yes,1.29,Jul 27 BMO,58.20%,2.75M,98.56,2.20,3.92%,2.24%,6.98%,"5,852,803",0.96%
NEM,Materials,Newmont Corporation,0.105986,45.4,S&P500,36.11,1.25,0.10%,793.00M,-11.89%,36.43B,14.57,3.11,-15.57%,792.43M,-26.96%,1.00B,-,0.64,83.50%,1.43%,-38.21%,12.37B,2.94,-58.10%,0.17%,1.49,-25.35%,27.05,1.67,2.60%,73.13,-27.81%,5.40,8.39,-,4.70%,44.00 - 86.37,-26.99%,2.20,52.87,39.30%,0.50%,-47.57%,0.37,4.86%,2.20,12.80%,54.60%,2.91%,2.22,14400,2.90,5.30%,9.60%,19.77,5.54% 3.94%,Yes,0.29,-18.90%,8.50%,2.07,45.81,Yes,0.28,Jul 25 BMO,166.40%,7.59M,45.28,2.70,-17.01%,-26.22%,-29.57%,"15,739,516",-1.16%
PSA,Real Estate,Public Storage,0.149979,326.99,S&P500,31.72,10.29,8.30%,175.17M,6.37%,57.28B,28.26,11.55,-0.03%,151.60M,9.19%,1.81B,1.87,2.52,80.90%,1.75%,-14.87%,3.62B,15.82,56.90%,0.11%,3.33,-1.91%,30.53,10.69,11.20%,370.73,8.93%,5.36,60.91,17.00%,35.40%,280.92 - 405.31,-9.32%,8.00,61.70,7.70%,13.20%,-19.47%,0.33,2.45%,-,5.90%,73.70%,16.19%,6.70,5800,-,26.90%,49.00%,71.08,2.13% 2.19%,Yes,1.39,19.30%,50.00%,0.80,323.95,Yes,1.39,Aug 04 AMC,77.30%,796.12K,326.41,2.20,7.26%,7.56%,-1.93%,"637,895",0.76%
SRE,Utilities,Sempra Energy,0.149781,165.8,S&P500,52.44,3.16,0.04%,316.35M,7.49%,51.86B,18.44,8.99,-21.91%,314.10M,10.31%,992.00M,7.68,1.75,90.80%,1.23%,0.18%,13.42B,3.86,-38.80%,-0.00%,2.46,21.95%,79.74,2.08,1.40%,171.25,25.20%,8.05,20.59,6.83%,4.00%,119.56 - 173.28,25.34%,4.58,31.37,-6.00%,2.30%,-4.32%,0.65,2.76%,0.70,4.70%,-,38.68%,3.33,15390,0.70,17.20%,8.40%,73.64,2.24% 2.23%,Yes,1.07,-32.00%,7.40%,1.89,163.58,Yes,0.97,Aug 04 BMO,138.60%,1.57M,165.80,2.30,9.17%,7.50%,14.41%,"2,966,326",1.36%
MCK,Health Care,McKesson Corporation,0.14404,341.4,S&P500,47.15,7.24,0.10%,147.20M,3.37%,48.65B,13.38,25.52,-48.53%,143.47M,4.12%,1.12B,3.47,5.27,92.50%,1.74%,6.54%,263.97B,0.18,125.70%,-0.17%,2.21,33.90%,-15.43,-,1.80%,369.92,66.45%,24.80,13.78,13.59%,-95.90%,192.38 - 342.54,37.42%,1.88,15.07,-20.80%,33.60%,-0.28%,0.62,0.55%,0.60,5.90%,5.00%,77.55%,7.53,58000,1.00,11.80%,0.70%,66.16,2.05% 2.31%,Yes,-,-40.80%,0.40%,0.74,340.12,Yes,-,Aug 03 AMC,24.40%,1.13M,341.58,2.00,3.75%,5.65%,22.85%,"834,919",0.43%
EMR,Industrials,Emerson Electric Co.,0.15296,90.07,S&P500,18.82,4.79,0.10%,593.30M,8.39%,53.89B,16.45,5.47,-0.76%,589.63M,11.87%,2.87B,1.65,1.30,76.10%,0.78%,-2.43%,18.91B,2.85,18.10%,-0.01%,1.52,-0.62%,17.82,5.05,10.90%,100.50,-9.93%,11.58,7.78,11.44%,28.70%,76.16 - 105.99,-3.12%,2.06,47.94,9.30%,15.00%,-15.02%,1.40,2.29%,1.40,4.70%,41.00%,18.27%,2.01,86700,1.70,8.10%,17.40%,70.94,2.22% 2.09%,Yes,1.04,21.40%,15.20%,1.18,88.39,Yes,0.78,Aug 09 BMO,42.40%,3.01M,90.07,2.20,10.54%,7.74%,-1.26%,"3,566,411",1.90%
GM,Consumer Discretionary,General Motors Company,0.15181,36.15,S&P500,6.02,6.02,0.20%,1.46B,4.59%,53.58B,5.54,6.55,-0.22%,1.39B,8.40%,8.85B,2.08,1.30,83.20%,2.25%,-6.43%,130.51B,0.41,54.70%,0.03%,1.91,-29.52%,42.59,0.85,3.60%,54.21,-36.70%,17.77,2.04,2.90%,15.50%,30.33 - 67.21,-38.15%,-,7.10,2.20%,3.90%,-46.05%,1.28,-,0.90,-3.20%,13.40%,19.55%,1.32,157000,1.10,10.80%,6.30%,60.48,3.12% 3.73%,Yes,1.77,-33.50%,6.80%,0.88,35.74,Yes,1.24,Jul 26 BMO,0.00%,16.39M,36.26,1.90,9.71%,4.98%,-22.86%,"14,350,246",1.45%
LHX,Industrials,L3Harris Technologies Inc,0.130243,240.57,S&P500,25.85,9.28,0.30%,193.20M,6.59%,46.07B,16.31,14.71,-3.31%,192.14M,0.91%,1.85B,4.17,3.17,84.00%,1.20%,0.37%,17.35B,2.66,75.10%,0.18%,2.35,10.96%,99.69,2.41,5.30%,279.12,5.00%,2.09,114.60,6.20%,9.50%,200.71 - 279.71,12.54%,4.48,50.85,12.50%,6.20%,-14.21%,0.68,1.87%,1.10,24.70%,30.20%,19.56%,6.39,47000,1.30,-10.20%,12.10%,60.53,3.06% 2.71%,Yes,0.37,8.20%,10.70%,1.80,231.79,Yes,0.35,Jul 28 AMC,44.60%,979.49K,239.97,-,4.32%,2.82%,3.52%,"1,758,870",3.53%
SNPS,Information Technology,Synopsys Inc.,0.161688,366.5,S&P500 NDQ100,57.21,6.42,0.40%,153.09M,8.71%,56.32B,38.08,9.65,-29.28%,152.08M,20.07%,1.01B,2.92,1.99,92.40%,1.09%,21.75%,4.76B,11.83,12.80%,0.42%,1.74,28.78%,36.35,10.11,11.40%,383.63,28.71%,11.23,32.73,19.60%,18.90%,255.02 - 377.60,-0.27%,-,35.62,22.80%,12.70%,-2.67%,1.18,-,1.20,11.70%,80.00%,44.11%,9.54,16361,1.20,24.90%,23.20%,76.08,2.66% 2.88%,Yes,0.00,52.00%,21.20%,1.03,362.64,Yes,0.00,May 18 AMC,0.00%,949.93K,367.50,1.90,14.25%,17.40%,15.37%,"979,707",1.34%
KMB,Consumer Staples,Kimberly-Clark Corporation,0.129912,131.78,S&P500,25.44,5.18,0.10%,337.00M,-0.46%,43.78B,19.67,6.70,-17.94%,336.37M,-1.83%,1.75B,4.50,1.31,76.90%,2.05%,-7.18%,19.79B,2.21,-22.00%,0.11%,4.13,-4.14%,2.09,63.06,9.70%,131.35,-3.22%,1.48,88.81,5.66%,316.30%,117.32 - 145.79,-7.79%,4.64,398.03,-2.20%,22.00%,-9.60%,0.33,3.52%,0.50,1.20%,30.60%,12.33%,2.49,45000,0.80,7.40%,12.20%,47.02,2.05% 1.63%,Yes,13.23,-10.10%,8.90%,1.74,133.26,Yes,11.86,Jul 26 BMO,87.70%,1.67M,131.79,3.20,-1.72%,0.10%,-0.84%,"2,901,337",-1.10%
MPC,Energy,Marathon Petroleum Corporation,0.141199,92.11,S&P500,21.27,4.31,0.20%,564.00M,7.02%,50.05B,9.56,9.59,-22.49%,539.38M,8.50%,2.61B,0.74,7.84,79.60%,3.08%,2.20%,136.44B,0.37,111.90%,-0.21%,2.48,27.48%,42.50,2.16,12.00%,119.29,63.88%,19.41,4.72,28.81%,40.30%,53.47 - 114.35,43.24%,2.32,15.03,-1.80%,7.50%,-19.84%,1.77,2.53%,1.10,13.80%,9.10%,71.42%,3.51,17700,1.40,67.80%,4.20%,57.08,3.22% 3.71%,Yes,1.11,303.50%,7.90%,1.01,89.59,Yes,1.07,Aug 02 BMO,13.70%,6.69M,91.66,1.80,7.95%,-1.34%,16.08%,"6,737,638",2.31%
GIS,Consumer Staples,General Mills Inc.,0.13092,73.91,S&P500,16.92,4.42,0.20%,604.20M,1.58%,44.34B,17.66,4.24,-9.49%,596.22M,0.09%,2.71B,3.51,0.98,78.50%,2.41%,3.49%,18.99B,2.33,16.90%,0.09%,3.84,9.42%,17.45,4.29,8.50%,73.78,26.96%,0.96,77.87,4.82%,27.40%,56.67 - 76.94,11.00%,2.16,29.50,9.80%,13.50%,-2.79%,0.34,2.89%,0.40,4.00%,33.70%,31.97%,1.45,32500,0.60,8.10%,18.90%,57.87,2.10% 1.72%,Yes,1.10,99.90%,14.30%,1.79,74.60,Yes,0.87,Jun 29 BMO,45.80%,3.74M,74.79,2.90,-0.07%,5.07%,10.32%,"6,686,458",0.25%
EXC,Utilities,Exelon Corporation,0.130968,46.3,S&P500 NDQ100,18.42,2.52,0.10%,981.00M,5.61%,44.78B,19.25,2.42,-5.12%,977.96M,4.85%,2.48B,1.15,0.46,84.40%,1.61%,-3.83%,31.78B,1.41,-13.40%,0.16%,2.47,16.15%,23.95,1.94,2.10%,48.59,37.78%,2.57,18.09,16.00%,8.40%,33.10 - 50.71,12.88%,1.35,-,7.60%,3.10%,-8.32%,0.47,2.90%,0.90,3.00%,60.20%,40.45%,0.99,31518,0.90,15.00%,11.80%,63.27,1.87% 2.34%,Yes,1.68,-4.40%,8.20%,0.72,46.27,Yes,1.51,Aug 03 BMO,56.10%,6.38M,46.49,2.30,4.91%,2.58%,8.74%,"4,571,615",0.48%
KLAC,Information Technology,KLA Corporation,0.16241,383.5,S&P500 NDQ100,18.61,20.61,0.30%,150.15M,8.34%,58.29B,16.27,23.58,-0.96%,148.97M,19.64%,3.15B,1.17,5.50,92.10%,5.21%,15.26%,8.65B,6.74,73.60%,0.12%,5.36,6.01%,27.18,14.11,27.90%,404.55,20.07%,16.96,22.61,15.88%,82.00%,282.83 - 457.12,-10.83%,4.20,28.44,24.40%,32.30%,-16.10%,1.30,1.10%,1.60,18.30%,62.30%,35.61%,14.56,11300,2.30,26.90%,39.30%,70.15,4.35% 4.02%,Yes,0.91,32.10%,36.40%,1.26,369.98,Yes,0.91,Jul 28 AMC,19.50%,1.45M,383.54,2.00,16.33%,14.18%,5.51%,"1,822,991",3.67%
F,Consumer Discretionary,Ford Motor Company,0.159994,14.63,S&P500,5.16,2.85,0.20%,4.01B,14.59%,59.88B,7.20,2.04,0.70%,3.94B,27.52%,11.56B,0.62,0.45,53.80%,2.90%,0.48%,134.59B,0.44,22.60%,-0.01%,1.90,-24.86%,11.22,1.31,4.60%,15.88,2.08%,10.11,1.45,8.33%,28.10%,10.61 - 25.87,-29.27%,0.40,18.85,31.10%,1.60%,-43.22%,1.25,2.72%,1.00,-2.10%,11.30%,38.45%,0.51,183000,1.20,-4.80%,1.30%,73.54,4.16% 3.70%,Yes,3.01,-195.50%,8.60%,1.56,14.00,Yes,1.94,Jul 27 AMC,6.90%,60.33M,14.69,2.80,21.77%,18.53%,-11.87%,"94,184,746",4.93%
MCO,Financials,Moody's Corporation,0.143593,309.11,S&P500,29.40,10.55,0.10%,185.10M,5.01%,57.34B,25.89,11.98,-9.58%,184.00M,14.09%,1.98B,5.55,2.32,94.00%,1.69%,-5.01%,6.14B,9.34,25.40%,0.08%,3.02,-4.81%,12.93,23.99,14.00%,310.93,-17.77%,10.03,30.94,5.30%,81.20%,251.01 - 407.94,-20.57%,2.80,50.38,53.90%,22.70%,-23.95%,1.19,0.90%,1.40,11.50%,72.90%,23.60%,7.55,13913,1.40,-4.90%,43.10%,69.09,3.46% 2.49%,Yes,3.25,-31.40%,32.20%,0.78,306.28,Yes,3.04,Jul 26 BMO,24.10%,1.03M,310.25,2.20,8.86%,10.08%,-7.39%,"807,141",1.30%
MET,Financials,MetLife Inc.,0.124552,63.75,S&P500,8.20,7.71,0.20%,823.80M,3.94%,51.66B,7.71,8.21,-3.36%,685.11M,0.51%,6.67B,1.96,1.47,76.00%,1.65%,-6.67%,71.27B,0.72,28.60%,0.24%,2.46,-3.15%,65.51,0.97,0.90%,75.47,8.62%,28.76,2.20,4.18%,10.30%,56.69 - 73.18,1.22%,2.00,4.52,18.40%,8.80%,-13.57%,1.10,3.16%,-,3.10%,-,11.57%,1.62,43000,-,1.20%,13.30%,55.97,2.25% 2.37%,Yes,0.32,124.50%,9.40%,1.23,61.85,Yes,0.32,Aug 03 AMC,24.70%,4.58M,63.25,1.90,3.07%,0.30%,-2.91%,"5,633,151",2.26%
VLO,Energy,Valero Energy Corporation,0.129607,110.77,S&P500,17.84,6.21,0.40%,408.00M,6.49%,45.26B,8.36,13.24,-1.08%,406.54M,1.76%,2.53B,0.35,9.42,80.50%,2.36%,-4.12%,131.71B,0.34,164.80%,-0.04%,1.69,35.12%,46.13,2.40,4.40%,138.20,63.76%,6.46,17.16,51.37%,14.00%,58.85 - 146.80,47.48%,3.92,9.43,-14.30%,5.80%,-24.55%,1.75,3.54%,0.80,8.50%,3.90%,88.22%,5.63,9813,1.20,85.20%,3.20%,51.01,4.84% 4.31%,Yes,0.70,227.60%,1.90%,1.06,109.51,Yes,0.63,Jul 28 BMO,63.10%,5.69M,110.77,1.80,4.31%,-6.16%,16.78%,"6,062,702",1.15%
SYY,Consumer Staples,Sysco Corporation,0.128583,84.9,S&P500,43.70,1.94,0.10%,508.37M,-2.26%,43.28B,19.77,4.29,-31.59%,506.46M,-0.47%,999.90M,0.84,1.11,85.90%,1.89%,-3.87%,65.82B,0.66,143.50%,0.04%,4.03,10.75%,2.60,32.65,4.60%,95.27,13.08%,1.72,49.41,52.13%,69.30%,68.05 - 91.53,8.08%,1.96,-,-9.10%,10.90%,-7.24%,1.05,2.31%,0.70,0.40%,17.90%,24.76%,1.86,58000,1.20,42.90%,3.30%,46.90,1.79% 1.90%,Yes,8.41,242.70%,1.50%,1.69,87.28,Yes,8.03,Aug 09 BMO,95.10%,2.38M,84.90,2.30,-1.85%,1.33%,4.80%,"4,011,355",-2.73%
ADM,Consumer Staples,Archer-Daniels-Midland Company,0.130078,82.73,S&P500,15.28,5.42,0.40%,566.00M,12.09%,46.69B,14.03,5.90,-20.57%,559.96M,7.16%,3.07B,2.01,1.72,81.50%,1.20%,-10.53%,90.01B,0.52,52.50%,-0.05%,1.89,11.55%,41.91,1.97,5.50%,93.46,38.88%,1.91,43.27,7.60%,13.70%,58.44 - 98.88,22.46%,1.60,15.42,17.20%,6.60%,-16.29%,0.78,1.93%,0.80,6.50%,7.00%,41.63%,2.50,41000,1.40,25.20%,3.40%,64.93,3.55% 2.87%,Yes,0.55,51.90%,3.40%,1.31,79.35,Yes,0.37,Jul 26 BMO,27.70%,3.55M,82.77,2.30,11.00%,3.45%,7.78%,"4,653,624",4.31%
AZO,Consumer Discretionary,AutoZone Inc.,0.123184,2137.39,S&P500,18.89,113.17,0.10%,19.80M,-0.48%,41.49B,16.95,126.10,-35.49%,19.41M,-0.12%,2.41B,2.08,38.48,97.30%,2.19%,6.10%,15.82B,2.62,32.30%,-0.06%,2.23,12.04%,-171.09,-,16.70%,2230.11,31.46%,13.55,157.74,9.10%,-92.10%,1503.30 - 2267.40,1.96%,-,15.62,18.50%,63.10%,-5.73%,0.81,-,0.10,6.60%,52.40%,42.18%,54.78,62000,0.80,5.90%,20.30%,50.13,2.58% 2.44%,Yes,-,9.60%,15.20%,0.82,2130.45,Yes,-,May 24 BMO,0.00%,190.14K,2137.39,2.20,-1.17%,2.64%,7.60%,"156,090",0.33%
FCX,Materials,Freeport-McMoRan Inc.,0.126824,31.52,S&P500,10.89,2.90,0.40%,1.46B,13.65%,47.62B,13.98,2.26,-2.59%,1.44B,4.46%,4.30B,-,0.55,80.10%,2.15%,-24.38%,22.84B,2.08,611.10%,0.07%,1.44,-14.58%,10.22,3.09,9.10%,39.65,-17.49%,5.52,5.71,-,31.70%,24.80 - 51.76,-23.93%,0.30,6.45,24.40%,25.90%,-39.05%,2.03,0.95%,1.70,9.00%,38.60%,27.22%,1.54,24700,2.40,36.10%,36.60%,57.02,4.44% 4.52%,Yes,0.65,113.80%,18.80%,1.22,29.83,Yes,0.56,Jul 21 BMO,12.80%,21.49M,31.55,2.20,13.35%,-4.96%,-20.33%,"26,248,150",5.77%
ROP,Information Technology,Roper Technologies Inc.,0.134419,436.67,S&P500,46.64,9.36,0.30%,105.60M,6.27%,46.45B,27.07,16.13,-0.16%,105.13M,10.96%,1.00B,5.10,3.74,98.60%,1.24%,-9.67%,5.93B,7.84,18.10%,0.03%,1.98,3.11%,128.33,3.40,4.80%,491.50,-11.22%,30.43,14.35,9.15%,9.70%,369.51 - 505.00,-11.22%,2.48,26.66,7.50%,6.10%,-13.53%,1.02,0.57%,1.20,8.80%,67.70%,18.18%,9.16,19300,1.30,10.90%,25.00%,69.21,2.34% 2.08%,Yes,0.55,5.90%,19.40%,0.77,435.69,Yes,0.49,Jul 22 BMO,20.60%,658.95K,436.67,2.30,8.23%,7.23%,-2.79%,"510,546",0.22%
O,Real Estate,Realty Income Corporation,0.128892,73.95,S&P500,72.54,1.02,0.10%,593.83M,3.70%,44.03B,45.96,1.61,0.00%,590.42M,6.68%,462.90M,5.14,0.43,78.90%,3.44%,1.76%,2.44B,18.01,-24.30%,0.13%,5.08,9.19%,42.95,1.72,1.40%,75.19,8.81%,0.25,290.45,14.10%,2.40%,62.28 - 75.40,3.35%,2.97,229.57,-5.10%,0.70%,-1.87%,0.70,4.01%,-,13.50%,93.60%,18.79%,1.27,367,-,82.50%,17.70%,69.43,1.57% 1.72%,Yes,0.63,30.00%,18.90%,1.10,73.54,Yes,0.63,Aug 03 AMC,281.10%,4.00M,73.99,2.20,5.56%,8.21%,7.60%,"4,412,712",0.61%
COF,Financials,Capital One Financial Corp,0.123338,111.36,S&P500,4.32,25.44,1.30%,410.40M,0.83%,45.29B,6.12,17.96,-1.48%,382.99M,4.00%,11.05B,-,5.12,91.80%,1.78%,-15.11%,26.29B,1.72,420.00%,-0.16%,2.48,-22.48%,125.49,0.88,2.80%,143.30,-32.75%,65.01,1.69,-6.60%,21.40%,98.54 - 177.95,-24.30%,2.40,4.33,31.20%,22.90%,-38.28%,1.49,2.19%,-,2.40%,-,11.46%,3.98,51500,-,8.40%,99.30%,49.80,3.35% 3.32%,Yes,0.87,-20.10%,45.50%,0.86,107.71,Yes,0.87,Jul 21 AMC,7.40%,2.75M,109.83,2.20,1.32%,-2.49%,-19.83%,"2,363,778",1.97%
ORLY,Consumer Discretionary,O'Reilly Automotive Inc.,0.135361,702.39,S&P500 NDQ100,22.54,31.21,0.40%,66.57M,2.24%,46.09B,19.19,36.66,-2.08%,65.00M,10.43%,2.15B,2.28,8.97,86.80%,1.28%,12.89%,13.53B,3.41,32.10%,0.12%,1.36,10.86%,-4.93,-,18.20%,737.83,17.99%,2.92,240.65,9.90%,-,562.90 - 748.68,-0.37%,-,18.04,23.70%,61.20%,-6.02%,1.00,-,0.10,9.20%,52.40%,24.99%,15.62,68679,0.70,6.60%,21.40%,66.68,2.72% 2.18%,Yes,-,1.50%,15.90%,0.77,707.01,Yes,-,Jul 27 AMC,0.00%,611.57K,703.59,2.10,4.95%,10.23%,6.91%,"472,228",-0.48%
AIG,Financials,American International Group Inc.,0.116526,51.77,S&P500,4.47,11.59,0.10%,816.31M,0.86%,41.25B,8.11,6.38,-0.95%,791.03M,1.91%,9.74B,0.39,1.12,93.50%,1.00%,-13.77%,53.41B,0.77,257.40%,-0.02%,1.48,-8.24%,67.94,0.76,1.60%,67.36,8.15%,3.18,16.26,11.51%,15.50%,46.44 - 65.73,-8.95%,1.28,8.91,77.40%,11.70%,-21.24%,1.24,2.47%,-,-0.30%,-,11.48%,1.57,36600,-,9.40%,27.00%,49.50,2.81% 2.59%,Yes,0.54,16.60%,18.20%,1.29,50.49,Yes,0.54,Aug 08 AMC,10.90%,5.33M,51.77,2.40,1.20%,-3.31%,-10.33%,"6,878,357",2.54%
